Iteration,Mean,Stdev,Run-0
0,0.121,0.0,0.121
1,1.488,0.0,1.488
2,1.689,0.0,1.689
3,1.948,0.0,1.948
4,2.118,0.0,2.118
5,2.118,0.0,2.118
6,2.122,0.0,2.122
7,2.122,0.0,2.122
8,2.187,0.0,2.187
9,2.187,0.0,2.187
10,2.211,0.0,2.211
11,2.211,0.0,2.211
12,2.23,0.0,2.23
13,2.23,0.0,2.23
14,2.223,0.0,2.223
15,2.223,0.0,2.223
16,2.231,0.0,2.231
17,2.231,0.0,2.231
18,2.279,0.0,2.279
19,2.279,0.0,2.279
20,2.286,0.0,2.286
21,2.286,0.0,2.286
22,2.31,0.0,2.31
23,2.31,0.0,2.31
24,2.309,0.0,2.309
25,2.309,0.0,2.309
26,2.312,0.0,2.312
27,2.312,0.0,2.312
28,2.333,0.0,2.333
29,2.333,0.0,2.333
30,2.33,0.0,2.33
31,2.33,0.0,2.33
32,2.334,0.0,2.334
33,2.334,0.0,2.334
34,2.332,0.0,2.332
35,2.332,0.0,2.332
36,2.322,0.0,2.322
37,2.322,0.0,2.322
38,2.331,0.0,2.331
39,2.331,0.0,2.331
40,2.326,0.0,2.326
41,2.326,0.0,2.326
42,2.326,0.0,2.326
43,2.326,0.0,2.326
44,2.345,0.0,2.345
45,2.345,0.0,2.345
46,2.347,0.0,2.347
47,2.347,0.0,2.347
48,2.352,0.0,2.352
49,2.352,0.0,2.352
