Plan ID,Plan Scores,Run-0
0,1.0,46
1,0.006944444444444444,270
2,0.006944444444444444,285
3,0.006944444444444444,285
4,0.06666666666666667,20
5,0.06666666666666667,18
6,0.06666666666666667,21
7,0.03333333333333333,19
8,0.03333333333333333,18
9,0.03333333333333333,18
