Unfairness weight,Local cost weight,Global cost weight
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79
0.2,0.01,0.79

