Plan ID,Plan Scores,Run-0
0,1.0,51
1,0.006944444444444444,293
2,0.006944444444444444,283
3,0.006944444444444444,287
4,0.06666666666666667,29
5,0.06666666666666667,18
6,0.06666666666666667,11
7,0.03333333333333333,17
8,0.03333333333333333,8
9,0.03333333333333333,3
