Plan ID,Plan Scores,Run-0
0,1.0,48
1,0.006944444444444444,304
2,0.006944444444444444,278
3,0.006944444444444444,270
4,0.06666666666666667,16
5,0.06666666666666667,9
6,0.06666666666666667,7
7,0.03333333333333333,21
8,0.03333333333333333,27
9,0.03333333333333333,20
