Iteration,Mean,Stdev,Run-0
0,0.27013885318480196,0.0,0.27013885318480196
1,1.1386641295834343,0.0,1.1386641295834343
2,1.058050565899381,0.0,1.058050565899381
3,1.4798972937335886,0.0,1.4798972937335886
4,1.6313172591497953,0.0,1.6313172591497953
5,1.6307679172708787,0.0,1.6307679172708787
6,1.6132836080491242,0.0,1.6132836080491242
7,1.6212066493818733,0.0,1.6212066493818733
8,1.6089052178422447,0.0,1.6089052178422447
9,1.5889505970923072,0.0,1.5889505970923072
10,1.5616885092744972,0.0,1.5616885092744972
11,1.554618602744737,0.0,1.554618602744737
12,1.547356132246226,0.0,1.547356132246226
13,1.5167214642115405,0.0,1.5167214642115405
14,1.5078978745259906,0.0,1.5078978745259906
15,1.5001386602577778,0.0,1.5001386602577778
16,1.4636936154810538,0.0,1.4636936154810538
17,1.4589033552638089,0.0,1.4589033552638089
18,1.4576525649138758,0.0,1.4576525649138758
19,1.4309433951068786,0.0,1.4309433951068786
20,1.4053198924088421,0.0,1.4053198924088421
21,1.4112405889854505,0.0,1.4112405889854505
22,1.4117928318276731,0.0,1.4117928318276731
23,1.4126570709128243,0.0,1.4126570709128243
24,1.4073791244721516,0.0,1.4073791244721516
25,1.3898053820589418,0.0,1.3898053820589418
26,1.3914079200579534,0.0,1.3914079200579534
27,1.3954726797755663,0.0,1.3954726797755663
28,1.3926033175315935,0.0,1.3926033175315935
29,1.3949103913872027,0.0,1.3949103913872027
30,1.393065325101447,0.0,1.393065325101447
31,1.393065325101447,0.0,1.393065325101447
32,1.393065325101447,0.0,1.393065325101447
33,1.393065325101447,0.0,1.393065325101447
34,1.393065325101447,0.0,1.393065325101447
35,1.393065325101447,0.0,1.393065325101447
36,1.393065325101447,0.0,1.393065325101447
37,1.393065325101447,0.0,1.393065325101447
38,1.393065325101447,0.0,1.393065325101447
39,1.393065325101447,0.0,1.393065325101447
40,1.393065325101447,0.0,1.393065325101447
41,1.393065325101447,0.0,1.393065325101447
42,1.393065325101447,0.0,1.393065325101447
43,1.393065325101447,0.0,1.393065325101447
44,1.393065325101447,0.0,1.393065325101447
45,1.393065325101447,0.0,1.393065325101447
46,1.393065325101447,0.0,1.393065325101447
47,1.393065325101447,0.0,1.393065325101447
48,1.393065325101447,0.0,1.393065325101447
49,1.393065325101447,0.0,1.393065325101447
