Iteration,Mean,Stdev,Run-0
0,1878.8583109119252,0.0,1878.8583109119252
1,10.318053022783053,0.0,10.318053022783053
2,4.390376252676784,0.0,4.390376252676784
3,2.4345992198662776,0.0,2.4345992198662776
4,2.4345992198662207,0.0,2.4345992198662207
5,1.8460424623992873,0.0,1.8460424623992873
6,1.6651841309680562,0.0,1.6651841309680562
7,1.6651841309680555,0.0,1.6651841309680555
8,1.5090953742622522,0.0,1.5090953742622522
9,1.408765227939171,0.0,1.408765227939171
10,1.4087652279391696,0.0,1.4087652279391696
11,1.3370859722045578,0.0,1.3370859722045578
12,1.3016956196745464,0.0,1.3016956196745464
13,1.3016956196745528,0.0,1.3016956196745528
14,1.271940205572779,0.0,1.271940205572779
15,1.238764567355748,0.0,1.238764567355748
16,1.2387645673557546,0.0,1.2387645673557546
17,1.2076597751489062,0.0,1.2076597751489062
18,1.198197927897592,0.0,1.198197927897592
19,1.198197927897593,0.0,1.198197927897593
20,1.1861075983893683,0.0,1.1861075983893683
21,1.1798309240579201,0.0,1.1798309240579201
22,1.179830924057916,0.0,1.179830924057916
23,1.1734538456423214,0.0,1.1734538456423214
24,1.1660899950167392,0.0,1.1660899950167392
25,1.1660899950167347,0.0,1.1660899950167347
26,1.162941341960997,0.0,1.162941341960997
27,1.16020408415493,0.0,1.16020408415493
28,1.1602040841549344,0.0,1.1602040841549344
29,1.1575562202854401,0.0,1.1575562202854401
