Iteration,Mean,Stdev,Run-0
0,1878.8583109119252,0.0,1878.8583109119252
1,10.318053022783053,0.0,10.318053022783053
2,4.390376252676784,0.0,4.390376252676784
3,2.4345992198662776,0.0,2.4345992198662776
4,1.9746200647048808,0.0,1.9746200647048808
5,1.9746200647048684,0.0,1.9746200647048684
6,1.7328370736494891,0.0,1.7328370736494891
7,1.7328370736494814,0.0,1.7328370736494814
8,1.5027999928935378,0.0,1.5027999928935378
9,1.5027999928935332,0.0,1.5027999928935332
10,1.3970491737801358,0.0,1.3970491737801358
11,1.3970491737801223,0.0,1.3970491737801223
12,1.329267090942309,0.0,1.329267090942309
13,1.3292670909423134,0.0,1.3292670909423134
14,1.2785149530239128,0.0,1.2785149530239128
15,1.2785149530239062,0.0,1.2785149530239062
16,1.251516721247148,0.0,1.251516721247148
17,1.2515167212471614,0.0,1.2515167212471614
18,1.2264532291906434,0.0,1.2264532291906434
19,1.2264532291906483,0.0,1.2264532291906483
20,1.205409821905519,0.0,1.205409821905519
21,1.2054098219055218,0.0,1.2054098219055218
22,1.1861391824082608,0.0,1.1861391824082608
23,1.186139182408266,0.0,1.186139182408266
24,1.1741963317398953,0.0,1.1741963317398953
25,1.174196331739907,0.0,1.174196331739907
26,1.170854915411884,0.0,1.170854915411884
27,1.1708549154118832,0.0,1.1708549154118832
28,1.1636624560151003,0.0,1.1636624560151003
29,1.1636624560151019,0.0,1.1636624560151019
30,1.1578396193662917,0.0,1.1578396193662917
31,1.1578396193662854,0.0,1.1578396193662854
32,1.1542034391306704,0.0,1.1542034391306704
33,1.1542034391306764,0.0,1.1542034391306764
34,1.153353682606719,0.0,1.153353682606719
35,1.1533536826067128,0.0,1.1533536826067128
36,1.150576345028234,0.0,1.150576345028234
37,1.1505763450282425,0.0,1.1505763450282425
38,1.1493070255507514,0.0,1.1493070255507514
39,1.1493070255507511,0.0,1.1493070255507511
40,1.1471531898201384,0.0,1.1471531898201384
41,1.1471531898201368,0.0,1.1471531898201368
42,1.1471531898201368,0.0,1.1471531898201368
43,1.1471531898201368,0.0,1.1471531898201368
44,1.1471531898201368,0.0,1.1471531898201368
45,1.1471531898201368,0.0,1.1471531898201368
46,1.1471531898201368,0.0,1.1471531898201368
47,1.1471531898201368,0.0,1.1471531898201368
48,1.1471531898201368,0.0,1.1471531898201368
49,1.1471531898201368,0.0,1.1471531898201368
