Iteration,Mean,Stdev,Run-0
0,3326.9081483065893,0.0,3326.9081483065893
1,26.19942323672819,0.0,26.19942323672819
2,11.275025663573848,0.0,11.275025663573848
3,4.366905267862607,0.0,4.366905267862607
4,4.3669052678626645,0.0,4.3669052678626645
5,2.6736117293408275,0.0,2.6736117293408275
6,1.4760343323472582,0.0,1.4760343323472582
7,1.4760343323472338,0.0,1.4760343323472338
8,0.858479620929678,0.0,0.858479620929678
9,0.5649760550980796,0.0,0.5649760550980796
10,0.5649760550980619,0.0,0.5649760550980619
11,0.4079176794386774,0.0,0.4079176794386774
12,0.29379737176915743,0.0,0.29379737176915743
13,0.2937973717691657,0.0,0.2937973717691657
14,0.19445871307340978,0.0,0.19445871307340978
15,0.14275152801376112,0.0,0.14275152801376112
16,0.14275152801375937,0.0,0.14275152801375937
17,0.1145698860419709,0.0,0.1145698860419709
18,0.09595061073778595,0.0,0.09595061073778595
19,0.09595061073779226,0.0,0.09595061073779226
20,0.08425924015994342,0.0,0.08425924015994342
21,0.08308548691722395,0.0,0.08308548691722395
22,0.0830854869171971,0.0,0.0830854869171971
23,0.07957725288696331,0.0,0.07957725288696331
24,0.07608537533006378,0.0,0.07608537533006378
25,0.07608537533007548,0.0,0.07608537533007548
26,0.07473183537138804,0.0,0.07473183537138804
27,0.07458453619800391,0.0,0.07458453619800391
28,0.07458453619801447,0.0,0.07458453619801447
29,0.07385793786628012,0.0,0.07385793786628012
