Plan ID,Plan Scores,Run-0
0,1.0,50
1,0.006944444444444444,295
2,0.006944444444444444,277
3,0.006944444444444444,293
4,0.06666666666666667,21
5,0.06666666666666667,21
6,0.06666666666666667,16
7,0.03333333333333333,14
8,0.03333333333333333,10
9,0.03333333333333333,3
