Plan ID,Plan Scores,Run-0
0,1.0,74
1,0.006944444444444444,302
2,0.006944444444444444,276
3,0.006944444444444444,270
4,0.06666666666666667,11
5,0.06666666666666667,7
6,0.06666666666666667,7
7,0.03333333333333333,13
8,0.03333333333333333,22
9,0.03333333333333333,18
