Plan ID,Plan Scores,Run-0
0,1.0,61
1,0.006944444444444444,311
2,0.006944444444444444,297
3,0.006944444444444444,261
4,0.06666666666666667,20
5,0.06666666666666667,12
6,0.06666666666666667,7
7,0.03333333333333333,17
8,0.03333333333333333,10
9,0.03333333333333333,4
