Plan ID,Plan Scores,Run-0
0,1.0,27
1,0.006944444444444444,276
2,0.006944444444444444,295
3,0.006944444444444444,269
4,0.06666666666666667,18
5,0.06666666666666667,29
6,0.06666666666666667,16
7,0.03333333333333333,30
8,0.03333333333333333,23
9,0.03333333333333333,17
