Plan ID,Plan Scores,Run-0
0,1.0,10
1,0.006944444444444444,292
2,0.006944444444444444,257
3,0.006944444444444444,284
4,0.06666666666666667,18
5,0.06666666666666667,19
6,0.06666666666666667,21
7,0.03333333333333333,38
8,0.03333333333333333,35
9,0.03333333333333333,26
