Iteration,Mean,Stdev,Run-0
0,0.063,0.0,0.063
1,1.687,0.0,1.687
2,2.096,0.0,2.096
3,2.214,0.0,2.214
4,2.212,0.0,2.212
5,2.325,0.0,2.325
6,2.323,0.0,2.323
7,2.313,0.0,2.313
8,2.3,0.0,2.3
9,2.299,0.0,2.299
10,2.294,0.0,2.294
11,2.267,0.0,2.267
12,2.28,0.0,2.28
13,2.262,0.0,2.262
14,2.257,0.0,2.257
15,2.242,0.0,2.242
16,2.25,0.0,2.25
17,2.243,0.0,2.243
18,2.23,0.0,2.23
19,2.23,0.0,2.23
20,2.223,0.0,2.223
21,2.222,0.0,2.222
22,2.222,0.0,2.222
23,2.211,0.0,2.211
24,2.218,0.0,2.218
25,2.217,0.0,2.217
26,2.227,0.0,2.227
27,2.212,0.0,2.212
28,2.216,0.0,2.216
29,2.213,0.0,2.213
30,2.217,0.0,2.217
31,2.216,0.0,2.216
32,2.212,0.0,2.212
33,2.204,0.0,2.204
34,2.2,0.0,2.2
35,2.196,0.0,2.196
36,2.191,0.0,2.191
37,2.187,0.0,2.187
38,2.18,0.0,2.18
39,2.182,0.0,2.182
40,2.186,0.0,2.186
41,2.19,0.0,2.19
42,2.185,0.0,2.185
43,2.189,0.0,2.189
44,2.184,0.0,2.184
45,2.18,0.0,2.18
46,2.18,0.0,2.18
47,2.325,0.0,2.325
48,2.357,0.0,2.357
49,2.364,0.0,2.364
