Plan ID,Plan Scores,Run-0
0,1.0,30
1,0.006944444444444444,288
2,0.006944444444444444,298
3,0.006944444444444444,274
4,0.06666666666666667,38
5,0.06666666666666667,34
6,0.06666666666666667,10
7,0.03333333333333333,18
8,0.03333333333333333,7
9,0.03333333333333333,3
