Iteration,Mean,Stdev,Run-0
0,0.039,0.0,0.039
1,1.685,0.0,1.685
2,2.042,0.0,2.042
3,2.068,0.0,2.068
4,2.068,0.0,2.068
5,2.093,0.0,2.093
6,2.131,0.0,2.131
7,2.131,0.0,2.131
8,2.149,0.0,2.149
9,2.155,0.0,2.155
10,2.155,0.0,2.155
11,2.16,0.0,2.16
12,2.176,0.0,2.176
13,2.176,0.0,2.176
14,2.178,0.0,2.178
15,2.177,0.0,2.177
16,2.177,0.0,2.177
17,2.172,0.0,2.172
18,2.179,0.0,2.179
19,2.179,0.0,2.179
20,2.162,0.0,2.162
21,2.155,0.0,2.155
22,2.155,0.0,2.155
23,2.159,0.0,2.159
24,2.169,0.0,2.169
25,2.169,0.0,2.169
26,2.162,0.0,2.162
27,2.166,0.0,2.166
28,2.166,0.0,2.166
29,2.164,0.0,2.164
