Plan ID,Plan Scores,Run-0
0,1.0,90
1,0.006944444444444444,347
2,0.006944444444444444,276
3,0.006944444444444444,259
4,0.06666666666666667,12
5,0.06666666666666667,8
6,0.06666666666666667,1
7,0.03333333333333333,4
8,0.03333333333333333,3
9,NaN,0
