Iteration,Mean,Stdev,Run-0
0,0.43655011167104285,0.0,0.43655011167104285
1,1.0296402284293287,0.0,1.0296402284293287
2,1.718131252262178,0.0,1.718131252262178
3,1.7905504740163007,0.0,1.7905504740163007
4,1.7905504740163007,0.0,1.7905504740163007
5,1.791562446581196,0.0,1.791562446581196
6,1.830070763659154,0.0,1.830070763659154
7,1.830070763659154,0.0,1.830070763659154
8,1.8377352910579916,0.0,1.8377352910579916
9,1.852369023709909,0.0,1.852369023709909
10,1.852369023709909,0.0,1.852369023709909
11,1.860635375348969,0.0,1.860635375348969
12,1.866546543753999,0.0,1.866546543753999
13,1.866546543753999,0.0,1.866546543753999
14,1.8756065685532244,0.0,1.8756065685532244
15,1.8713030219609008,0.0,1.8713030219609008
16,1.8713030219609008,0.0,1.8713030219609008
17,1.8807774988020247,0.0,1.8807774988020247
18,1.8866030319068186,0.0,1.8866030319068186
19,1.8866030319068186,0.0,1.8866030319068186
20,1.8766310239362451,0.0,1.8766310239362451
21,1.8798553135813403,0.0,1.8798553135813403
22,1.8798553135813403,0.0,1.8798553135813403
23,1.8798553135813403,0.0,1.8798553135813403
24,1.8798553135813403,0.0,1.8798553135813403
25,1.8798553135813403,0.0,1.8798553135813403
26,1.8798553135813403,0.0,1.8798553135813403
27,1.8798553135813403,0.0,1.8798553135813403
28,1.8798553135813403,0.0,1.8798553135813403
29,1.8798553135813403,0.0,1.8798553135813403
30,1.8798553135813403,0.0,1.8798553135813403
31,1.8798553135813403,0.0,1.8798553135813403
32,1.8798553135813403,0.0,1.8798553135813403
33,1.8798553135813403,0.0,1.8798553135813403
34,1.8798553135813403,0.0,1.8798553135813403
35,1.8798553135813403,0.0,1.8798553135813403
36,1.8798553135813403,0.0,1.8798553135813403
37,1.8798553135813403,0.0,1.8798553135813403
38,1.8798553135813403,0.0,1.8798553135813403
39,1.8798553135813403,0.0,1.8798553135813403
40,1.8798553135813403,0.0,1.8798553135813403
41,1.8798553135813403,0.0,1.8798553135813403
42,1.8798553135813403,0.0,1.8798553135813403
43,1.8798553135813403,0.0,1.8798553135813403
44,1.8798553135813403,0.0,1.8798553135813403
45,1.8798553135813403,0.0,1.8798553135813403
46,1.8798553135813403,0.0,1.8798553135813403
47,1.8798553135813403,0.0,1.8798553135813403
48,1.8798553135813403,0.0,1.8798553135813403
49,1.8798553135813403,0.0,1.8798553135813403
