Plan ID,Plan Scores,Run-0
0,1.0,30
1,0.006944444444444444,292
2,0.006944444444444444,278
3,0.006944444444444444,288
4,0.06666666666666667,36
5,0.06666666666666667,27
6,0.06666666666666667,12
7,0.03333333333333333,13
8,0.03333333333333333,16
9,0.03333333333333333,8
