Plan ID,Plan Scores,Run-0
0,1.0,94
1,0.006944444444444444,314
2,0.006944444444444444,298
3,0.006944444444444444,278
4,0.06666666666666667,12
5,0.06666666666666667,3
6,NaN,0
7,NaN,0
8,0.03333333333333333,1
9,NaN,0
