Plan ID,Plan Scores,Run-0
0,1.0,74
1,0.006944444444444444,309
2,0.006944444444444444,277
3,0.006944444444444444,285
4,0.06666666666666667,25
5,0.06666666666666667,13
6,0.06666666666666667,4
7,0.03333333333333333,7
8,0.03333333333333333,3
9,0.03333333333333333,3
