Plan ID,Plan Scores,Run-0
0,1.0,51
1,0.006944444444444444,310
2,0.006944444444444444,265
3,0.006944444444444444,283
4,0.06666666666666667,14
5,0.06666666666666667,15
6,0.06666666666666667,8
7,0.03333333333333333,19
8,0.03333333333333333,21
9,0.03333333333333333,14
