Plan ID,Plan Scores,Run-0
0,1.0,32
1,0.006944444444444444,285
2,0.006944444444444444,276
3,0.006944444444444444,285
4,0.06666666666666667,30
5,0.06666666666666667,16
6,0.06666666666666667,12
7,0.03333333333333333,28
8,0.03333333333333333,23
9,0.03333333333333333,13
