Plan ID,Plan Scores,Run-0
0,1.0,65
1,0.006944444444444444,283
2,0.006944444444444444,301
3,0.006944444444444444,275
4,0.06666666666666667,20
5,0.06666666666666667,12
6,0.06666666666666667,7
7,0.03333333333333333,16
8,0.03333333333333333,13
9,0.03333333333333333,8
