Plan ID,Plan Scores,Run-0
0,1.0,23
1,0.006944444444444444,295
2,0.006944444444444444,259
3,0.006944444444444444,298
4,0.06666666666666667,36
5,0.06666666666666667,18
6,0.06666666666666667,17
7,0.03333333333333333,27
8,0.03333333333333333,16
9,0.03333333333333333,11
