Iteration,Mean,Stdev,Run-0
0,3942.904709344788,0.0,3942.904709344788
1,23.828265938296056,0.0,23.828265938296056
2,7.286707898895401,0.0,7.286707898895401
3,2.7415965082108156,0.0,2.7415965082108156
4,1.354699285679511,0.0,1.354699285679511
5,0.8363011276913238,0.0,0.8363011276913238
6,0.8363011276913404,0.0,0.8363011276913404
7,0.5607297582513824,0.0,0.5607297582513824
8,0.5607297582514318,0.0,0.5607297582514318
9,0.3719100299235126,0.0,0.3719100299235126
10,0.3719100299235597,0.0,0.3719100299235597
11,0.298685076791977,0.0,0.298685076791977
12,0.2986850767919568,0.0,0.2986850767919568
13,0.20165723791732715,0.0,0.20165723791732715
14,0.2016572379173433,0.0,0.2016572379173433
15,0.1808177279973292,0.0,0.1808177279973292
16,0.1808177279973214,0.0,0.1808177279973214
17,0.1458591342753762,0.0,0.1458591342753762
18,0.14585913427539088,0.0,0.14585913427539088
19,0.13539243534996723,0.0,0.13539243534996723
20,0.13539243534999296,0.0,0.13539243534999296
21,0.12997356849781097,0.0,0.12997356849781097
22,0.12997356849777766,0.0,0.12997356849777766
23,0.1282865963585519,0.0,0.1282865963585519
24,0.12828659635856632,0.0,0.12828659635856632
25,0.11287578110636733,0.0,0.11287578110636733
26,0.11287578110638082,0.0,0.11287578110638082
27,0.10681638253040063,0.0,0.10681638253040063
28,0.10681638253038729,0.0,0.10681638253038729
29,0.09943624646941501,0.0,0.09943624646941501
30,0.09943624646941336,0.0,0.09943624646941336
31,0.09525808253905942,0.0,0.09525808253905942
32,0.09525808253905527,0.0,0.09525808253905527
33,0.09230123662208128,0.0,0.09230123662208128
34,0.09230123662208513,0.0,0.09230123662208513
35,0.090692323985933,0.0,0.090692323985933
36,0.09069232398594773,0.0,0.09069232398594773
37,0.09069232398594773,0.0,0.09069232398594773
38,0.09069232398594773,0.0,0.09069232398594773
39,0.09069232398594773,0.0,0.09069232398594773
40,0.09069232398594773,0.0,0.09069232398594773
41,0.09069232398594773,0.0,0.09069232398594773
42,0.09069232398594773,0.0,0.09069232398594773
43,0.09069232398594773,0.0,0.09069232398594773
44,0.09069232398594773,0.0,0.09069232398594773
45,0.09069232398594773,0.0,0.09069232398594773
46,0.09069232398594773,0.0,0.09069232398594773
47,0.09069232398594773,0.0,0.09069232398594773
48,0.09069232398594773,0.0,0.09069232398594773
49,0.09069232398594773,0.0,0.09069232398594773
