Plan ID,Plan Scores,Run-0
0,1.0,31
1,0.006944444444444444,293
2,0.006944444444444444,278
3,0.006944444444444444,288
4,0.06666666666666667,40
5,0.06666666666666667,28
6,0.06666666666666667,10
7,0.03333333333333333,12
8,0.03333333333333333,13
9,0.03333333333333333,7
