Iteration,Mean,Stdev,Run-0
0,0.061,0.0,0.061
1,1.687,0.0,1.687
2,2.09,0.0,2.09
3,2.165,0.0,2.165
4,2.22,0.0,2.22
5,2.272,0.0,2.272
6,2.376,0.0,2.376
7,2.442,0.0,2.442
8,2.482,0.0,2.482
9,2.497,0.0,2.497
10,2.506,0.0,2.506
11,2.511,0.0,2.511
12,2.499,0.0,2.499
13,2.512,0.0,2.512
14,2.516,0.0,2.516
15,2.521,0.0,2.521
16,2.516,0.0,2.516
17,2.517,0.0,2.517
18,2.52,0.0,2.52
19,2.522,0.0,2.522
20,2.528,0.0,2.528
21,2.536,0.0,2.536
22,2.548,0.0,2.548
23,2.552,0.0,2.552
24,2.553,0.0,2.553
25,2.553,0.0,2.553
26,2.272,0.0,2.272
27,2.361,0.0,2.361
28,2.34,0.0,2.34
29,2.364,0.0,2.364
30,2.404,0.0,2.404
31,2.41,0.0,2.41
32,2.413,0.0,2.413
33,2.435,0.0,2.435
34,2.429,0.0,2.429
35,2.437,0.0,2.437
36,2.442,0.0,2.442
37,2.453,0.0,2.453
38,2.447,0.0,2.447
39,2.446,0.0,2.446
40,2.447,0.0,2.447
41,2.454,0.0,2.454
42,2.467,0.0,2.467
43,2.467,0.0,2.467
44,2.491,0.0,2.491
45,2.493,0.0,2.493
46,2.5,0.0,2.5
47,2.487,0.0,2.487
48,2.48,0.0,2.48
49,2.477,0.0,2.477
