Plan ID,Plan Scores,Run-0
0,1.0,13
1,0.006944444444444444,283
2,0.006944444444444444,275
3,0.006944444444444444,286
4,0.06666666666666667,25
5,0.06666666666666667,17
6,0.06666666666666667,25
7,0.03333333333333333,29
8,0.03333333333333333,26
9,0.03333333333333333,21
