Iteration,Mean,Stdev,Run-0
0,1674.3915040528873,0.0,1674.3915040528873
1,31.364979565703326,0.0,31.364979565703326
2,5.981075252565693,0.0,5.981075252565693
3,2.9375553086093373,0.0,2.9375553086093373
4,1.8042190534336637,0.0,1.8042190534336637
5,1.8042190534337246,0.0,1.8042190534337246
6,1.176414824225302,0.0,1.176414824225302
7,1.1764148242252301,0.0,1.1764148242252301
8,0.738465007513266,0.0,0.738465007513266
9,0.7384650075132946,0.0,0.7384650075132946
10,0.5272139761043373,0.0,0.5272139761043373
11,0.5272139761043466,0.0,0.5272139761043466
12,0.3989992390756522,0.0,0.3989992390756522
13,0.3989992390756438,0.0,0.3989992390756438
14,0.318937289953047,0.0,0.318937289953047
15,0.31893728995305576,0.0,0.31893728995305576
16,0.25739353962033723,0.0,0.25739353962033723
17,0.257393539620337,0.0,0.257393539620337
18,0.20173979326920777,0.0,0.20173979326920777
19,0.2017397932692149,0.0,0.2017397932692149
20,0.18365309926400658,0.0,0.18365309926400658
21,0.18365309926399306,0.0,0.18365309926399306
22,0.16318128084360894,0.0,0.16318128084360894
23,0.16318128084362093,0.0,0.16318128084362093
24,0.15073784233520912,0.0,0.15073784233520912
25,0.15073784233520007,0.0,0.15073784233520007
26,0.13737471838935456,0.0,0.13737471838935456
27,0.13737471838936732,0.0,0.13737471838936732
28,0.1291816520221977,0.0,0.1291816520221977
29,0.1291816520222105,0.0,0.1291816520222105
